# first_id = 0
# n = 14395
# dimensions = [14395]
# last_id = 14394
# variable = spikes
# first_index = 0
# last_index = 14395
# label = L6E
# dt = 0.1
0.0	0.0
958.7	0.0
2653.0	0.0
3236.3	0.0
3481.1	0.0
5312.4	0.0
5740.2	0.0
5839.0	0.0
7472.6	0.0
9204.3	0.0
0.0	2.0
2293.2	2.0
3831.6	2.0
4248.4	2.0
4751.9	2.0
5186.3	2.0
5921.5	2.0
6751.0	2.0
6933.4	2.0
7254.4	2.0
7852.6	2.0
9976.7	2.0
728.8	3.0
5238.8	3.0
5796.2	3.0
5901.6	3.0
6889.2	3.0
7306.1	3.0
8054.3	3.0
8464.1	3.0
9115.2	3.0
9296.8	3.0
9774.0	3.0
9834.1	3.0
9929.3	3.0
1197.1	4.0
3092.2	4.0
3218.3	4.0
3685.1	4.0
5370.6	4.0
8215.0	4.0
8651.9	4.0
9458.0	4.0
8418.7	6.0
175.9	7.0
2206.4	7.0
2824.1	7.0
3259.6	7.0
3612.5	7.0
6988.2	7.0
7679.3	7.0
8138.8	7.0
9862.3	7.0
1420.5	8.0
8508.5	8.0
0.0	9.0
1106.0	9.0
1899.7	9.0
5616.0	9.0
8258.3	9.0
8404.7	9.0
334.6	10.0
2142.2	10.0
3735.9	10.0
6378.0	10.0
6847.6	10.0
7326.1	10.0
9435.3	10.0
2834.5	11.0
143.6	12.0
426.9	12.0
787.3	12.0
995.2	12.0
1143.2	12.0
1331.0	12.0
1426.1	12.0
2202.8	12.0
2547.1	12.0
3519.6	12.0
3646.2	12.0
4248.9	12.0
4946.4	12.0
5963.0	12.0
6055.4	12.0
6823.3	12.0
7486.7	12.0
7877.8	12.0
8043.9	12.0
2375.4	13.0
5874.4	13.0
609.6	14.0
926.1	14.0
1567.5	14.0
1789.2	14.0
4384.6	14.0
5419.1	14.0
6269.3	14.0
6637.4	14.0
7640.3	14.0
7970.9	14.0
8606.7	14.0
9345.8	14.0
9487.3	14.0
9864.6	14.0
908.9	15.0
3506.1	15.0
3801.3	15.0
5243.2	15.0
5757.5	15.0
6927.9	15.0
7412.3	15.0
7898.2	16.0
8520.6	16.0
9008.8	16.0
785.3	17.0
961.3	17.0
1241.9	17.0
1768.2	17.0
1989.7	17.0
5087.9	17.0
5166.7	17.0
5255.7	17.0
5403.3	17.0
6453.2	17.0
6495.7	17.0
6960.0	17.0
9037.0	17.0
6313.3	18.0
6591.9	18.0
70.6	19.0
473.5	19.0
652.8	19.0
772.8	19.0
841.3	19.0
1037.1	19.0
1291.7	19.0
1334.8	19.0
1357.4	19.0
1539.9	19.0
1579.6	19.0
1649.6	19.0
1729.3	19.0
1877.7	19.0
2183.9	19.0
2271.1	19.0
2594.4	19.0
2653.5	19.0
2769.1	19.0
2795.3	19.0
2971.5	19.0
3025.4	19.0
3254.9	19.0
3734.0	19.0
3891.4	19.0
3972.9	19.0
4575.3	19.0
4661.7	19.0
4802.7	19.0
4853.8	19.0
4892.4	19.0
4948.5	19.0
4971.6	19.0
5126.5	19.0
5320.8	19.0
5443.4	19.0
5543.6	19.0
5573.2	19.0
5781.7	19.0
6032.1	19.0
6199.4	19.0
6240.1	19.0
6735.9	19.0
6796.0	19.0
7029.7	19.0
7236.1	19.0
7608.2	19.0
7846.1	19.0
8049.7	19.0
8215.6	19.0
8850.8	19.0
9158.0	19.0
9481.2	19.0
9556.4	19.0
9830.9	19.0
9879.6	19.0
9940.3	19.0
427.0	20.0
473.5	20.0
645.7	20.0
872.7	20.0
2342.6	20.0
3631.3	20.0
3864.3	20.0
4481.7	20.0
4551.8	20.0
5288.0	20.0
5349.0	20.0
5415.8	20.0
5640.8	20.0
6600.2	20.0
7300.7	20.0
7886.6	20.0
8540.3	20.0
8586.7	20.0
1236.4	21.0
1567.4	21.0
2237.5	21.0
2499.7	21.0
3909.9	21.0
4321.7	21.0
4486.9	21.0
4584.8	21.0
4904.5	21.0
5330.6	21.0
5993.7	21.0
6222.6	21.0
6729.6	21.0
6819.2	21.0
7073.0	21.0
7277.9	21.0
7355.9	21.0
7658.4	21.0
8194.2	21.0
8271.1	21.0
8698.4	21.0
9927.2	21.0
1832.6	22.0
2111.6	22.0
3853.2	22.0
