# first_id = 0
# n = 20683
# dimensions = [20683]
# last_id = 20682
# variable = spikes
# first_index = 0
# last_index = 20683
# label = L23E
# dt = 0.1
4906.2	0.0
1382.9	1.0
1983.1	1.0
2035.9	1.0
2465.5	1.0
4260.0	1.0
4629.7	1.0
5394.8	1.0
6605.9	1.0
7398.8	1.0
8564.2	1.0
2105.4	2.0
2351.0	2.0
3402.8	2.0
7857.3	2.0
661.5	4.0
1471.7	4.0
1540.0	4.0
2296.1	4.0
3124.7	4.0
3235.8	4.0
3614.6	4.0
3842.8	4.0
5107.7	4.0
6803.4	4.0
7376.7	4.0
9125.9	4.0
9771.6	4.0
9790.5	4.0
9936.0	4.0
9962.0	4.0
862.6	5.0
6985.6	5.0
7678.0	5.0
2295.1	6.0
2983.6	6.0
5062.4	6.0
5090.3	6.0
6315.1	6.0
7303.9	6.0
2888.3	8.0
7855.6	8.0
614.0	9.0
1589.9	9.0
2069.5	9.0
2116.5	9.0
2398.5	9.0
3175.7	9.0
3437.3	9.0
3561.6	9.0
3821.2	9.0
4587.3	9.0
4650.9	9.0
5186.8	9.0
5539.2	9.0
5676.1	9.0
5746.1	9.0
5882.5	9.0
6322.3	9.0
6390.9	9.0
6686.8	9.0
6728.3	9.0
6769.8	9.0
6923.3	9.0
7008.0	9.0
7295.3	9.0
7524.7	9.0
7921.3	9.0
7990.7	9.0
8130.8	9.0
8139.4	9.0
8174.4	9.0
8296.7	9.0
8666.9	9.0
8814.6	9.0
9061.3	9.0
9265.5	9.0
9376.2	9.0
9564.9	9.0
9803.5	9.0
9917.1	9.0
318.7	10.0
3541.9	10.0
3799.4	10.0
7329.5	10.0
9041.1	10.0
3149.8	11.0
3487.8	11.0
5027.9	11.0
742.5	12.0
1781.0	12.0
9614.0	12.0
775.9	13.0
1106.7	13.0
1449.9	13.0
1663.0	13.0
3753.1	13.0
4455.2	13.0
4972.8	13.0
5403.7	13.0
5461.9	13.0
5651.5	13.0
5686.6	13.0
5813.9	13.0
6585.4	13.0
8244.9	13.0
8707.9	13.0
9447.0	13.0
9545.6	13.0
1449.1	14.0
3178.1	14.0
3721.5	14.0
8708.7	14.0
382.7	15.0
1471.5	15.0
5164.0	15.0
5210.1	15.0
5466.0	15.0
5946.5	15.0
6130.7	15.0
6410.2	15.0
6666.8	15.0
7170.9	15.0
9803.4	15.0
2207.1	16.0
4508.9	16.0
5632.1	16.0
6486.5	16.0
6877.8	16.0
9246.7	16.0
9600.2	16.0
9918.1	16.0
8150.1	17.0
1618.2	19.0
3388.8	19.0
1339.1	20.0
1618.9	20.0
2195.9	20.0
3148.5	20.0
3764.9	20.0
3844.1	20.0
5336.0	20.0
6337.1	20.0
7018.5	20.0
8861.6	20.0
5375.0	21.0
5685.9	21.0
6567.1	21.0
1106.9	22.0
1643.1	22.0
2656.5	22.0
8216.4	22.0
8296.9	22.0
153.9	23.0
26.0	24.0
235.7	24.0
1209.4	24.0
1481.7	24.0
1606.6	24.0
1931.3	24.0
2037.9	24.0
3419.9	24.0
3822.2	24.0
3974.0	24.0
4400.8	24.0
4456.4	24.0
5911.0	24.0
6575.5	24.0
7490.0	24.0
7767.9	24.0
9577.4	24.0
9704.2	24.0
1812.2	25.0
6441.0	25.0
8486.5	25.0
8787.9	25.0
9291.1	25.0
